Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 0, 148, 10, -4000, FLUSH, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 295, 5, -4000, TWO_PAIR, 5, NORMAL
2222, 0, 292, 5, -4000, STRAIGHT, 6, NORMAL
3333, 5890, 600, 7, 1890, FLUSH, 2, NORMAL
4444, 20, 168, 2, -3980, ONE_PAIR, 7, NORMAL
5555, 0, 75, 4, -4000, TWO_PAIR, 8, NORMAL
6666, 10, 351, 4, -3990, TWO_PAIR, 4, NORMAL
7777, 20, 549, 14, -3980, FOUR_OF_A_KIND, 3, NORMAL
8888, 6720, 600, 20, 2720, FOUR_OF_A_KIND, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 20, 533, 0, -3980, NULL, 2, NORMAL
2222, 20, 530, 0, -3980, NULL, 5, NORMAL
3333, 0, 529, 0, -4000, NULL, 8, NORMAL
4444, 0, 531, 0, -4000, NULL, 4, NORMAL
5555, 0, 530, 0, -4000, NULL, 6, NORMAL
6666, 20, 529, 0, -3980, NULL, 7, NORMAL
7777, 20, 531, 0, -3980, NULL, 3, NORMAL
8888, 10580, 533, 0, 6580, NULL, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, TWO_PAIR, 4, NORMAL
2222, 0, 236, 14, -4000, STRAIGHT, 2, NORMAL
3333, 0, 2, 2, -4000, TWO_PAIR, 4, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 4, NORMAL
5555, 0, 5, 5, -4000, FULL_HOUSE, 3, NORMAL
6666, 0, 2, 2, -4000, TWO_PAIR, 4, NORMAL
7777, 0, 2, 2, -4000, TWO_PAIR, 4, NORMAL
8888, 32000, 236, 9, 28000, FULL_HOUSE, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 5690, 600, 600, 1690, FULL_HOUSE, 3, NORMAL
2222, 6590, 600, 600, 2590, FOUR_OF_A_KIND, 1, NORMAL
3333, 6187, 600, 600, 2187, FULL_HOUSE, 2, NORMAL
4444, 4180, 600, 600, 180, STRAIGHT_FLUSH, 4, NORMAL
5555, 3416, 600, 600, -584, FOUR_OF_A_KIND, 6, NORMAL
6666, 3860, 600, 600, -140, FOUR_OF_A_KIND, 5, NORMAL
7777, 2057, 600, 600, -1943, STRAIGHT_FLUSH, 7, NORMAL
8888, 20, 367, 39, -3980, FOUR_OF_A_KIND, 8, NORMAL
