Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
4444, 0, 5, 5, -4000, TWO_PAIR, 6, NORMAL
5555, 32000, 33, 13, 28000, STRAIGHT, 1, NORMAL
6666, 0, 30, 5, -4000, TWO_PAIR, 3, NORMAL
7777, 0, 6, 3, -4000, TWO_PAIR, 5, NORMAL
8888, 0, 29, 2, -4000, ONE_PAIR, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 193, 8, -4000, THREE_OF_A_KIND, 5, NORMAL
2222, 8100, 600, 7, 4100, STRAIGHT, 2, NORMAL
3333, 0, 288, 0, -4000, NULL, 3, NORMAL
4444, 0, 4, 4, -4000, TWO_PAIR, 8, NORMAL
5555, 0, 200, 11, -4000, FULL_HOUSE, 4, NORMAL
6666, 0, 20, 2, -4000, TWO_PAIR, 7, NORMAL
7777, 0, 55, 15, -4000, FLUSH, 6, NORMAL
8888, 10500, 600, 7, 6500, FLUSH, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 4, NORMAL
2222, 0, 43, 4, -4000, TWO_PAIR, 3, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 4, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 4, NORMAL
5555, 0, 2, 2, -4000, HIGH_CARD, 4, NORMAL
6666, 1320, 600, 13, -2680, FLUSH, 2, NORMAL
7777, 0, 2, 2, -4000, ONE_PAIR, 4, NORMAL
8888, 21380, 600, 8, 17380, FLUSH, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 20, 516, 0, -3980, NULL, 6, NORMAL
2222, 0, 516, 0, -4000, NULL, 7, NORMAL
3333, 0, 518, 0, -4000, NULL, 4, NORMAL
4444, 20, 517, 0, -3980, NULL, 5, NORMAL
5555, 20, 524, 0, -3980, NULL, 2, NORMAL
6666, 20, 518, 0, -3980, NULL, 3, NORMAL
7777, 11360, 524, 7, 7360, TWO_PAIR, 1, NORMAL
8888, 0, 426, 7, -4000, TWO_PAIR, 8, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 17200, 600, 8, 13200, FULL_HOUSE, 1, NORMAL
2222, 0, 2, 2, -4000, ONE_PAIR, 8, NORMAL
3333, 0, 22, 11, -4000, TWO_PAIR, 6, NORMAL
4444, 0, 19, 3, -4000, ONE_PAIR, 7, NORMAL
5555, 1120, 600, 4, -2880, THREE_OF_A_KIND, 2, NORMAL
6666, 0, 200, 4, -4000, FULL_HOUSE, 4, NORMAL
7777, 0, 234, 5, -4000, THREE_OF_A_KIND, 3, NORMAL
8888, 20, 121, 3, -3980, FULL_HOUSE, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, TWO_PAIR, 5, NORMAL
2222, 0, 2, 2, -4000, TWO_PAIR, 5, NORMAL
3333, 20, 334, 0, -3980, NULL, 2, NORMAL
4444, 0, 2, 2, -4000, TWO_PAIR, 5, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
6666, 0, 7, 4, -4000, STRAIGHT, 4, NORMAL
7777, 30260, 334, 6, 26260, TWO_PAIR, 1, NORMAL
8888, 0, 68, 3, -4000, TWO_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 4, 4, -4000, TWO_PAIR, 6, NORMAL
2222, 15800, 600, 5, 11800, FULL_HOUSE, 1, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 7, NORMAL
4444, 0, 2, 2, -4000, TWO_PAIR, 7, NORMAL
5555, 0, 12, 11, -4000, TWO_PAIR, 5, NORMAL
6666, 7820, 600, 7, 3820, TWO_PAIR, 2, NORMAL
7777, 0, 20, 7, -4000, TWO_PAIR, 4, NORMAL
8888, 0, 47, 2, -4000, ONE_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 24280, 338, 6, 20280, FULL_HOUSE, 1, NORMAL
2222, 0, 217, 5, -4000, TWO_PAIR, 3, NORMAL
3333, 20, 338, 0, -3980, NULL, 2, NORMAL
4444, 0, 9, 7, -4000, TWO_PAIR, 7, NORMAL
5555, 0, 217, 4, -4000, THREE_OF_A_KIND, 3, NORMAL
6666, 0, 16, 4, -4000, THREE_OF_A_KIND, 6, NORMAL
7777, 0, 4, 2, -4000, TWO_PAIR, 8, NORMAL
8888, 0, 162, 6, -4000, TWO_PAIR, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 3, 3, -4000, FLUSH, 4, NORMAL
2222, 0, 63, 2, -4000, TWO_PAIR, 3, NORMAL
3333, 0, 2, 2, -4000, TWO_PAIR, 5, NORMAL
4444, 0, 2, 2, -4000, TWO_PAIR, 5, NORMAL
5555, 0, 2, 2, -4000, TWO_PAIR, 5, NORMAL
6666, 28440, 220, 7, 24440, FULL_HOUSE, 1, NORMAL
7777, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
8888, 0, 220, 5, -4000, THREE_OF_A_KIND, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 20, 516, 0, -3980, NULL, 2, NORMAL
2222, 0, 512, 0, -4000, NULL, 7, NORMAL
3333, 20, 513, 0, -3980, NULL, 5, NORMAL
4444, 20, 514, 0, -3980, NULL, 3, NORMAL
5555, 20, 512, 0, -3980, NULL, 6, NORMAL
6666, 0, 514, 0, -4000, NULL, 4, NORMAL
7777, 0, 389, 5, -4000, STRAIGHT, 8, NORMAL
8888, 9560, 516, 5, 5560, FLUSH, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 19, 2, -4000, ONE_PAIR, 6, NORMAL
2222, 0, 2, 2, -4000, TWO_PAIR, 8, NORMAL
3333, 0, 26, 13, -4000, FLUSH, 5, NORMAL
4444, 0, 8, 2, -4000, TWO_PAIR, 7, NORMAL
5555, 18580, 559, 6, 14580, TWO_PAIR, 1, NORMAL
6666, 20, 559, 7, -3980, TWO_PAIR, 2, NORMAL
7777, 20, 236, 2, -3980, TWO_PAIR, 3, NORMAL
8888, 0, 49, 6, -4000, TWO_PAIR, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
2222, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
3333, 20, 298, 0, -3980, NULL, 2, NORMAL
4444, 0, 6, 6, -4000, FLUSH, 4, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
6666, 0, 2, 2, -4000, TWO_PAIR, 5, NORMAL
7777, 0, 105, 14, -4000, FLUSH, 3, NORMAL
8888, 27560, 298, 8, 23560, TWO_PAIR, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 32000, 134, 11, 28000, FULL_HOUSE, 1, NORMAL
2222, 0, 13, 3, -4000, TWO_PAIR, 3, NORMAL
3333, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
4444, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
5555, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
6666, 0, 4, 2, -4000, TWO_PAIR, 4, NORMAL
7777, 0, 3, 2, -4000, FLUSH, 5, NORMAL
8888, 0, 134, 5, -4000, TWO_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 128, 4, -4000, FLUSH, 5, NORMAL
2222, 0, 201, 7, -4000, FLUSH, 3, NORMAL
3333, 20, 338, 0, -3980, NULL, 2, NORMAL
4444, 0, 5, 4, -4000, FLUSH, 8, NORMAL
5555, 25660, 338, 11, 21660, THREE_OF_A_KIND, 1, NORMAL
6666, 0, 193, 5, -4000, ONE_PAIR, 4, NORMAL
7777, 0, 16, 9, -4000, FULL_HOUSE, 6, NORMAL
8888, 0, 10, 2, -4000, TWO_PAIR, 7, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
2222, 0, 87, 6, -4000, THREE_OF_A_KIND, 2, NORMAL
3333, 32000, 87, 16, 28000, FLUSH, 1, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
6666, 0, 17, 5, -4000, TWO_PAIR, 4, NORMAL
7777, 0, 3, 2, -4000, ONE_PAIR, 5, NORMAL
8888, 0, 21, 4, -4000, THREE_OF_A_KIND, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 493, 0, -4000, NULL, 7, NORMAL
2222, 20, 493, 0, -3980, NULL, 6, NORMAL
3333, 20, 497, 0, -3980, NULL, 2, NORMAL
4444, 20, 495, 0, -3980, NULL, 3, NORMAL
5555, 20, 494, 0, -3980, NULL, 5, NORMAL
6666, 0, 495, 0, -4000, NULL, 4, NORMAL
7777, 0, 244, 4, -4000, TWO_PAIR, 8, NORMAL
8888, 9160, 497, 4, 5160, FULL_HOUSE, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 588, 5, -4000, TWO_PAIR, 2, NORMAL
2222, 0, 20, 8, -4000, STRAIGHT, 7, NORMAL
3333, 0, 2, 2, -4000, STRAIGHT, 8, NORMAL
4444, 0, 168, 3, -4000, TWO_PAIR, 3, NORMAL
5555, 0, 79, 6, -4000, FULL_HOUSE, 5, NORMAL
6666, 20780, 588, 9, 16780, FULL_HOUSE, 1, NORMAL
7777, 0, 27, 2, -4000, ONE_PAIR, 6, NORMAL
8888, 0, 148, 4, -4000, FULL_HOUSE, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 24440, 600, 101, 20440, FULL_HOUSE, 1, NORMAL
2222, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
3333, 20, 211, 0, -3980, NULL, 3, NORMAL
4444, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
6666, 0, 47, 47, -4000, FLUSH, 4, NORMAL
7777, 0, 8, 3, -4000, STRAIGHT, 5, NORMAL
8888, 7540, 600, 57, 3540, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
2222, 29660, 213, 9, 25660, FULL_HOUSE, 1, NORMAL
3333, 0, 46, 19, -4000, STRAIGHT, 3, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
5555, 0, 2, 2, -4000, HIGH_CARD, 6, NORMAL
6666, 0, 213, 16, -4000, FULL_HOUSE, 2, NORMAL
7777, 0, 6, 3, -4000, ONE_PAIR, 5, NORMAL
8888, 0, 39, 3, -4000, FULL_HOUSE, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 25100, 323, 8, 21100, FLUSH, 1, NORMAL
2222, 0, 83, 4, -4000, TWO_PAIR, 4, NORMAL
3333, 20, 323, 0, -3980, NULL, 2, NORMAL
4444, 0, 5, 5, -4000, ONE_PAIR, 7, NORMAL
5555, 0, 144, 10, -4000, FULL_HOUSE, 3, NORMAL
6666, 0, 22, 2, -4000, TWO_PAIR, 6, NORMAL
7777, 0, 4, 4, -4000, ONE_PAIR, 8, NORMAL
8888, 0, 77, 2, -4000, ONE_PAIR, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, HIGH_CARD, 6, NORMAL
2222, 20880, 600, 6, 16880, THREE_OF_A_KIND, 1, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
4444, 0, 28, 12, -4000, TWO_PAIR, 4, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
6666, 0, 109, 10, -4000, TWO_PAIR, 3, NORMAL
7777, 20, 4, 3, -3980, ONE_PAIR, 5, NORMAL
8888, 1600, 600, 6, -2400, TWO_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 478, 0, -4000, NULL, 7, NORMAL
2222, 0, 480, 0, -4000, NULL, 4, NORMAL
3333, 20, 478, 0, -3980, NULL, 6, NORMAL
4444, 20, 482, 0, -3980, NULL, 2, NORMAL
5555, 20, 480, 0, -3980, NULL, 3, NORMAL
6666, 20, 479, 0, -3980, NULL, 5, NORMAL
7777, 11260, 482, 2, 7260, FOUR_OF_A_KIND, 1, NORMAL
8888, 0, 119, 2, -4000, ONE_PAIR, 8, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 13680, 600, 10, 9680, STRAIGHT, 1, NORMAL
2222, 0, 6, 6, -4000, STRAIGHT, 8, NORMAL
3333, 0, 16, 10, -4000, STRAIGHT, 6, NORMAL
4444, 3460, 600, 5, -540, FULL_HOUSE, 2, NORMAL
5555, 0, 9, 2, -4000, ONE_PAIR, 7, NORMAL
6666, 20, 280, 6, -3980, FULL_HOUSE, 3, NORMAL
7777, 20, 205, 1, -3980, HIGH_CARD, 4, NORMAL
8888, 0, 191, 6, -4000, TWO_PAIR, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, STRAIGHT, 5, NORMAL
2222, 0, 2, 2, -4000, TWO_PAIR, 5, NORMAL
3333, 20, 377, 0, -3980, NULL, 2, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
6666, 0, 27, 5, -4000, FLUSH, 3, NORMAL
7777, 0, 5, 2, -4000, ONE_PAIR, 4, NORMAL
8888, 25880, 377, 3, 21880, FULL_HOUSE, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 3, 3, -4000, TWO_PAIR, 5, NORMAL
2222, 24500, 524, 3, 20500, TWO_PAIR, 1, NORMAL
3333, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
4444, 0, 26, 9, -4000, FULL_HOUSE, 4, NORMAL
5555, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
6666, 0, 37, 8, -4000, FLUSH, 3, NORMAL
7777, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
8888, 20, 524, 3, -3980, THREE_OF_A_KIND, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 386, 7, -4000, STRAIGHT, 3, NORMAL
2222, 0, 512, 13, -4000, FULL_HOUSE, 2, NORMAL
3333, 20, 300, 0, -3980, NULL, 4, NORMAL
4444, 0, 5, 4, -4000, TWO_PAIR, 7, NORMAL
5555, 0, 12, 3, -4000, THREE_OF_A_KIND, 6, NORMAL
6666, 0, 154, 8, -4000, FLUSH, 5, NORMAL
7777, 0, 2, 2, -4000, THREE_OF_A_KIND, 8, NORMAL
8888, 15780, 512, 7, 11780, THREE_OF_A_KIND, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 15, 9, -4000, FLUSH, 4, NORMAL
2222, 0, 174, 4, -4000, STRAIGHT, 2, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
5555, 0, 2, 2, -4000, TWO_PAIR, 5, NORMAL
6666, 29320, 174, 12, 25320, FLUSH, 1, NORMAL
7777, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
8888, 0, 89, 3, -4000, TWO_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 20, 501, 0, -3980, NULL, 5, NORMAL
2222, 0, 502, 0, -4000, NULL, 4, NORMAL
3333, 0, 501, 0, -4000, NULL, 6, NORMAL
4444, 0, 500, 0, -4000, NULL, 7, NORMAL
5555, 20, 503, 0, -3980, NULL, 3, NORMAL
6666, 20, 506, 0, -3980, NULL, 2, NORMAL
7777, 11660, 506, 2, 7660, STRAIGHT, 1, NORMAL
8888, 0, 301, 2, -4000, TWO_PAIR, 8, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 252, 6, -4000, THREE_OF_A_KIND, 4, NORMAL
2222, 0, 2, 2, -4000, TWO_PAIR, 8, NORMAL
3333, 0, 3, 3, -4000, THREE_OF_A_KIND, 7, NORMAL
4444, 0, 268, 5, -4000, ONE_PAIR, 3, NORMAL
5555, 11840, 600, 6, 7840, STRAIGHT, 1, NORMAL
6666, 0, 151, 2, -4000, TWO_PAIR, 6, NORMAL
7777, 0, 204, 2, -4000, ONE_PAIR, 5, NORMAL
8888, 5120, 600, 5, 1120, TWO_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
2222, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
3333, 20, 362, 0, -3980, NULL, 2, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
5555, 0, 6, 4, -4000, THREE_OF_A_KIND, 4, NORMAL
6666, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
7777, 30820, 362, 6, 26820, TWO_PAIR, 1, NORMAL
8888, 0, 42, 3, -4000, ONE_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 22580, 14, 3, 18580, FULL_HOUSE, 1, NORMAL
2222, 0, 14, 0, -160, NULL, 2, OFFLINE
3333, 0, 2, 2, -4000, THREE_OF_A_KIND, 6, NORMAL
4444, 0, 2, 2, -4000, THREE_OF_A_KIND, 6, NORMAL
5555, 0, 2, 2, -4000, THREE_OF_A_KIND, 6, NORMAL
6666, 0, 14, 1, -2180, ONE_PAIR, 2, OFFLINE
7777, 0, 4, 3, -4000, FULL_HOUSE, 5, NORMAL
8888, 0, 14, 0, -240, NULL, 2, OFFLINEPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 104, 3, -4000, TWO_PAIR, 5, NORMAL
2222, 20, 565, 7, -3980, FULL_HOUSE, 2, NORMAL
3333, 20, 254, 0, -3980, NULL, 3, NORMAL
4444, 0, 3, 2, -4000, ONE_PAIR, 7, NORMAL
5555, 20560, 565, 15, 16560, FULL_HOUSE, 1, NORMAL
6666, 0, 45, 3, -4000, TWO_PAIR, 6, NORMAL
7777, 0, 3, 2, -4000, ONE_PAIR, 7, NORMAL
8888, 0, 133, 9, -4000, THREE_OF_A_KIND, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
2222, 20540, 600, 6, 16540, THREE_OF_A_KIND, 1, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
4444, 0, 4, 4, -4000, FLUSH, 5, NORMAL
5555, 0, 2, 2, -4000, STRAIGHT, 6, NORMAL
6666, 20, 19, 3, -3980, ONE_PAIR, 4, NORMAL
7777, 0, 75, 15, -4000, FLUSH, 3, NORMAL
8888, 2960, 600, 5, -1040, THREE_OF_A_KIND, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 494, 0, -4000, NULL, 7, NORMAL
2222, 0, 495, 0, -4000, NULL, 6, NORMAL
3333, 0, 496, 0, -4000, NULL, 4, NORMAL
4444, 20, 497, 0, -3980, NULL, 2, NORMAL
5555, 20, 495, 0, -3980, NULL, 5, NORMAL
6666, 20, 496, 0, -3980, NULL, 3, NORMAL
7777, 0, 250, 6, -4000, FULL_HOUSE, 8, NORMAL
8888, 9300, 497, 6, 5300, FULL_HOUSE, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 66, 5, -4000, TWO_PAIR, 2, NORMAL
2222, 0, 2, 2, -4000, TWO_PAIR, 8, NORMAL
3333, 32000, 66, 17, 28000, FULL_HOUSE, 1, NORMAL
4444, 0, 24, 2, -4000, TWO_PAIR, 5, NORMAL
5555, 0, 8, 3, -4000, THREE_OF_A_KIND, 7, NORMAL
6666, 0, 41, 3, -4000, TWO_PAIR, 4, NORMAL
7777, 0, 24, 2, -4000, TWO_PAIR, 5, NORMAL
8888, 0, 53, 2, -4000, ONE_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
2222, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
3333, 20, 372, 0, -3980, NULL, 2, NORMAL
4444, 31980, 372, 9, 27980, FLUSH, 1, NORMAL
5555, 0, 2, 2, -4000, FLUSH, 5, NORMAL
6666, 0, 5, 5, -4000, FLUSH, 4, NORMAL
7777, 0, 2, 2, -4000, FLUSH, 5, NORMAL
8888, 0, 27, 4, -4000, TWO_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
2222, 0, 35, 3, -4000, TWO_PAIR, 3, NORMAL
3333, 0, 152, 13, -4000, STRAIGHT, 2, NORMAL
4444, 0, 2, 2, -4000, TWO_PAIR, 5, NORMAL
5555, 0, 2, 2, -4000, TWO_PAIR, 5, NORMAL
6666, 0, 12, 2, -4000, TWO_PAIR, 4, NORMAL
7777, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
8888, 32000, 152, 7, 28000, FULL_HOUSE, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 268, 9, -4000, FULL_HOUSE, 3, NORMAL
2222, 0, 130, 3, -4000, TWO_PAIR, 5, NORMAL
3333, 20, 280, 0, -3980, NULL, 2, NORMAL
4444, 0, 18, 14, -4000, THREE_OF_A_KIND, 7, NORMAL
5555, 0, 166, 8, -4000, STRAIGHT, 4, NORMAL
6666, 26280, 280, 7, 22280, FLUSH, 1, NORMAL
7777, 0, 5, 5, -4000, ONE_PAIR, 8, NORMAL
8888, 0, 119, 8, -4000, THREE_OF_A_KIND, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 32000, 30, 9, 28000, FLUSH, 1, NORMAL
2222, 0, 30, 3, -4000, THREE_OF_A_KIND, 2, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
4444, 0, 6, 6, -4000, FLUSH, 4, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
6666, 0, 6, 3, -4000, THREE_OF_A_KIND, 4, NORMAL
7777, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
8888, 0, 9, 2, -4000, THREE_OF_A_KIND, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 20, 494, 0, -3980, NULL, 2, NORMAL
2222, 0, 494, 0, -4000, NULL, 3, NORMAL
3333, 20, 492, 0, -3980, NULL, 6, NORMAL
4444, 0, 492, 0, -4000, NULL, 7, NORMAL
5555, 20, 493, 0, -3980, NULL, 4, NORMAL
6666, 0, 493, 0, -4000, NULL, 5, NORMAL
7777, 0, 237, 3, -4000, ONE_PAIR, 8, NORMAL
8888, 8480, 494, 3, 4480, ONE_PAIR, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 21060, 313, 8, 17060, THREE_OF_A_KIND, 1, NORMAL
2222, 0, 4, 4, -4000, TWO_PAIR, 7, NORMAL
3333, 0, 2, 2, -4000, TWO_PAIR, 8, NORMAL
4444, 20, 313, 8, -3980, FLUSH, 2, NORMAL
5555, 0, 313, 4, -4000, TWO_PAIR, 3, NORMAL
6666, 0, 115, 2, -4000, ONE_PAIR, 5, NORMAL
7777, 0, 42, 2, -4000, TWO_PAIR, 6, NORMAL
8888, 0, 313, 8, -4000, TWO_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
2222, 19500, 600, 101, 15500, FULL_HOUSE, 1, NORMAL
3333, 20, 205, 0, -3980, NULL, 3, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
5555, 0, 23, 23, -4000, THREE_OF_A_KIND, 4, NORMAL
6666, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
7777, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
8888, 12480, 600, 81, 8480, FOUR_OF_A_KIND, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 32000, 86, 13, 28000, FULL_HOUSE, 1, NORMAL
2222, 0, 86, 6, -4000, STRAIGHT, 2, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
4444, 0, 4, 4, -4000, TWO_PAIR, 4, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
6666, 0, 3, 2, -4000, ONE_PAIR, 5, NORMAL
7777, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
8888, 0, 77, 4, -4000, TWO_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 20, 198, 4, -3980, THREE_OF_A_KIND, 4, NORMAL
2222, 0, 314, 7, -4000, TWO_PAIR, 2, NORMAL
3333, 20, 281, 0, -3980, NULL, 3, NORMAL
4444, 0, 7, 5, -4000, STRAIGHT, 7, NORMAL
5555, 24620, 314, 10, 20620, STRAIGHT, 1, NORMAL
6666, 0, 101, 8, -4000, THREE_OF_A_KIND, 6, NORMAL
7777, 0, 2, 2, -4000, STRAIGHT, 8, NORMAL
8888, 0, 156, 3, -4000, ONE_PAIR, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 5, 5, -4000, FULL_HOUSE, 5, NORMAL
2222, 31300, 101, 7, 27300, THREE_OF_A_KIND, 1, NORMAL
3333, 0, 2, 2, -4000, TWO_PAIR, 7, NORMAL
4444, 0, 3, 3, -4000, STRAIGHT, 6, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 7, NORMAL
6666, 0, 10, 2, -4000, THREE_OF_A_KIND, 4, NORMAL
7777, 0, 101, 16, -4000, FULL_HOUSE, 2, NORMAL
8888, 0, 101, 5, -4000, TWO_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 20, 493, 0, -3980, NULL, 3, NORMAL
2222, 20, 495, 0, -3980, NULL, 2, NORMAL
3333, 0, 490, 0, -4000, NULL, 7, NORMAL
4444, 0, 493, 0, -4000, NULL, 4, NORMAL
5555, 20, 492, 0, -3980, NULL, 5, NORMAL
6666, 20, 490, 0, -3980, NULL, 6, NORMAL
7777, 11500, 495, 4, 7500, THREE_OF_A_KIND, 1, NORMAL
8888, 0, 220, 4, -4000, FLUSH, 8, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 159, 2, -4000, ONE_PAIR, 4, NORMAL
2222, 0, 2, 2, -4000, TWO_PAIR, 8, NORMAL
3333, 0, 8, 5, -4000, FULL_HOUSE, 7, NORMAL
4444, 0, 159, 2, -4000, ONE_PAIR, 4, NORMAL
5555, 20560, 483, 8, 16560, FOUR_OF_A_KIND, 1, NORMAL
